sample,time_sec
89,0.89
175,1.75
261,2.61
350,3.5
440,4.4
529,5.29
620,6.2
711,7.11
803,8.03
891,8.91
978,9.78
1068,10.68
1157,11.57
1242,12.42
1321,13.21
1399,13.99
1475,14.75
1555,15.55
1640,16.4
1730,17.3
1822,18.22
1910,19.1
1999,19.99
2089,20.89
2179,21.79
2265,22.65
2351,23.51
2436,24.36
2516,25.16
2596,25.96
2644,26.44
2703,27.03
2763,27.63
2834,28.34
2913,29.13
2992,29.92
3072,30.72
3152,31.52
3234,32.34
3314,33.14
3398,33.98
3483,34.83
3563,35.63
3641,36.41
3720,37.2
3794,37.94
3875,38.75
3949,39.49
4023,40.23
4102,41.02
4182,41.82
4259,42.59
4336,43.36
4415,44.15
4495,44.95
4574,45.74
4649,46.49
4722,47.22
4795,47.95
4867,48.67
4939,49.39
5012,50.12
5083,50.83
5154,51.54
5225,52.25
5296,52.96
5367,53.67
5436,54.36
5504,55.04
5577,55.77
5653,56.53
5736,57.36
5821,58.21
5906,59.06
5992,59.92
6077,60.77
6160,61.6
6239,62.39
6317,63.17
6392,63.92
6470,64.7
6556,65.56
6646,66.46
6739,67.39
6825,68.25
6913,69.13
7000,70.0
7084,70.84
7163,71.63
7244,72.44
7330,73.3
7422,74.22
7510,75.1
7598,75.98
7683,76.83
7761,77.61
7835,78.35
7908,79.08
7983,79.83
8068,80.68
8158,81.58
8243,82.43
8322,83.22
8399,83.99
8478,84.78
8557,85.57
8627,86.27
8718,87.18
8809,88.09
8886,88.86
8961,89.61
9036,90.36
9099,90.99
9193,91.93
9281,92.81
9372,93.72
9463,94.63
9547,95.47
9620,96.2
9704,97.04
9807,98.07
9898,98.98
9972,99.72
10069,100.69
10144,101.44
10235,102.35
10324,103.24
10428,104.28
10517,105.17
10616,106.16
10709,107.09
10801,108.01
10884,108.84
10954,109.54
11049,110.49
11134,111.34
11218,112.18
11296,112.96
11374,113.74
11445,114.45
11530,115.3
11620,116.2
11728,117.28
11830,118.3
11933,119.33
12030,120.3
12125,121.25
