sample,time_sec
75,0.75
143,1.43
214,2.14
286,2.86
360,3.6
432,4.32
503,5.03
576,5.76
647,6.47
717,7.17
785,7.85
853,8.53
923,9.23
994,9.94
1065,10.65
1135,11.35
1204,12.04
1273,12.73
1343,13.43
1413,14.13
1482,14.82
1550,15.5
1620,16.2
1690,16.9
1759,17.59
1828,18.28
1898,18.98
1969,19.69
2039,20.39
2108,21.08
2177,21.77
2246,22.46
2315,23.15
2383,23.83
2451,24.51
2518,25.18
2587,25.87
2656,26.56
2725,27.25
2795,27.95
2867,28.67
2937,29.37
3007,30.07
3076,30.76
3146,31.46
3217,32.17
3289,32.89
3358,33.58
3426,34.26
3494,34.94
3562,35.62
3632,36.32
3702,37.02
3772,37.72
3841,38.41
3909,39.09
3979,39.79
4050,40.5
4120,41.2
4191,41.91
4260,42.6
4329,43.29
4398,43.98
4467,44.67
4536,45.36
4604,46.04
4672,46.72
4740,47.4
4809,48.09
4877,48.77
4945,49.45
5013,50.13
5082,50.82
5150,51.5
5218,52.18
5286,52.86
5354,53.54
5423,54.23
5493,54.93
5562,55.62
5631,56.31
5702,57.02
5773,57.73
5844,58.44
5913,59.13
5982,59.82
6052,60.52
6121,61.21
6191,61.91
6262,62.62
6334,63.34
6405,64.05
6476,64.76
6545,65.45
6617,66.17
6689,66.89
6760,67.6
6831,68.31
6906,69.06
6981,69.81
7054,70.54
7125,71.25
7198,71.98
7271,72.71
7344,73.44
7415,74.15
7484,74.84
7555,75.55
7626,76.26
7697,76.97
7766,77.66
7836,78.36
7907,79.07
7977,79.77
8046,80.46
8116,81.16
8186,81.86
8255,82.55
8324,83.24
8392,83.92
8462,84.62
8532,85.32
8601,86.01
8670,86.7
8740,87.4
8809,88.09
8879,88.79
8950,89.5
9021,90.21
9091,90.91
9162,91.62
9235,92.35
9308,93.08
9380,93.8
9449,94.49
9519,95.19
9591,95.91
9662,96.62
9733,97.33
9800,98.0
9869,98.69
9939,99.39
10010,100.1
10081,100.81
10155,101.55
10229,102.29
10301,103.01
10372,103.72
10443,104.43
10514,105.14
10584,105.84
10653,106.53
10723,107.23
10793,107.93
10863,108.63
10931,109.31
10998,109.98
11064,110.64
11130,111.3
11195,111.95
11261,112.61
11328,113.28
11394,113.94
11459,114.59
11522,115.22
11586,115.86
11648,116.48
11711,117.11
11774,117.74
11838,118.38
11903,119.03
11969,119.69
12035,120.35
12102,121.02
12172,121.72
12240,122.4
12309,123.09
12377,123.77
12446,124.46
12514,125.14
12580,125.8
12646,126.46
12715,127.15
12785,127.85
12855,128.55
12925,129.25
12994,129.94
13063,130.63
13134,131.34
13205,132.05
13273,132.73
13342,133.42
13412,134.12
13483,134.83
13553,135.53
13623,136.23
13693,136.93
13762,137.62
13830,138.3
13900,139.0
13971,139.71
14043,140.43
14115,141.15
14188,141.88
14258,142.58
14328,143.28
14398,143.98
14468,144.68
14537,145.37
14607,146.07
14679,146.79
14752,147.52
14823,148.23
14893,148.93
14963,149.63
15035,150.35
15109,151.09
15186,151.86
15264,152.64
15335,153.35
15406,154.06
15476,154.76
15547,155.47
15617,156.17
15688,156.88
15758,157.58
15828,158.28
15897,158.97
15966,159.66
16034,160.34
16102,161.02
16171,161.71
16239,162.39
16307,163.07
16376,163.76
16445,164.45
16516,165.16
16587,165.87
16656,166.56
16726,167.26
16796,167.96
16865,168.65
16934,169.34
17004,170.04
17074,170.74
17143,171.43
17213,172.13
17282,172.82
17352,173.52
17422,174.22
17493,174.93
17563,175.63
17632,176.32
17699,176.99
17767,177.67
17835,178.35
17904,179.04
17973,179.73
18042,180.42
18111,181.11
18181,181.81
