sample,time_sec
95,0.95
190,1.9
286,2.86
388,3.88
487,4.87
586,5.86
684,6.84
773,7.73
867,8.67
965,9.65
1061,10.61
1148,11.48
1240,12.4
1334,13.34
1428,14.28
1528,15.28
1627,16.27
1719,17.19
1809,18.09
1902,19.02
1989,19.89
2082,20.82
2177,21.77
2263,22.63
2355,23.55
2458,24.58
2551,25.51
2642,26.42
2727,27.27
2816,28.16
2919,29.19
3021,30.21
3121,31.21
3220,32.2
3323,33.23
3421,34.21
3518,35.18
3611,36.11
3704,37.04
3810,38.1
3912,39.12
4006,40.06
4107,41.07
4213,42.13
4316,43.16
4420,44.2
4513,45.13
4612,46.12
4714,47.14
4809,48.09
4906,49.06
5002,50.02
5097,50.97
5192,51.92
5285,52.85
5385,53.85
5490,54.9
5598,55.98
5707,57.07
5816,58.16
5912,59.12
6012,60.12
6118,61.18
6228,62.28
6336,63.36
6447,64.47
6561,65.61
6674,66.74
6786,67.86
6889,68.89
6995,69.95
7109,71.09
7217,72.17
7322,73.22
7429,74.29
7528,75.28
7625,76.25
7730,77.3
7846,78.46
7958,79.58
8068,80.68
8177,81.77
8284,82.84
8392,83.92
8507,85.07
8610,86.1
8716,87.16
8836,88.36
8947,89.47
9057,90.57
9161,91.61
9267,92.67
9369,93.69
9482,94.82
9593,95.93
9701,97.01
9807,98.07
9913,99.13
10015,100.15
10119,101.19
10226,102.26
10330,103.3
10425,104.25
10506,105.06
10582,105.82
10663,106.63
10773,107.73
10884,108.84
10984,109.84
11090,110.9
11199,111.99
11306,113.06
11417,114.17
11530,115.3
11631,116.31
11720,117.2
11807,118.07
11895,118.95
12000,120.0
12104,121.04
12207,122.07
12307,123.07
12416,124.16
12523,125.23
12618,126.18
12718,127.18
12823,128.23
12931,129.31
13042,130.42
13145,131.45
13251,132.51
13354,133.54
13457,134.57
13569,135.69
13684,136.84
13793,137.93
13897,138.97
14005,140.05
14107,141.07
14214,142.14
14324,143.24
14429,144.29
14529,145.29
14625,146.25
14722,147.22
14816,148.16
14909,149.09
15001,150.01
15099,150.99
15206,152.06
15307,153.07
15409,154.09
15515,155.15
15611,156.11
15711,157.11
15804,158.04
15912,159.12
16030,160.3
16139,161.39
16250,162.5
16364,163.64
16479,164.79
16595,165.95
16706,167.06
16813,168.13
16929,169.29
17040,170.4
17129,171.29
17218,172.18
17302,173.02
17386,173.86
17507,175.07
17621,176.21
17733,177.33
17849,178.49
17965,179.65
18077,180.77
18187,181.87
18296,182.96
18406,184.06
18518,185.18
18627,186.27
18737,187.37
18847,188.47
18955,189.55
19061,190.61
19173,191.73
19286,192.86
19387,193.87
19478,194.78
19589,195.89
19700,197.0
19809,198.09
19911,199.11
20012,200.12
20108,201.08
20217,202.17
20326,203.26
20425,204.25
20535,205.35
20628,206.28
20722,207.22
20824,208.24
20927,209.27
21031,210.31
21134,211.34
21231,212.31
21322,213.22
21419,214.19
21528,215.28
21632,216.32
21746,217.46
21853,218.53
21960,219.6
22065,220.65
22167,221.67
22271,222.71
22379,223.79
22481,224.81
22589,225.89
22704,227.04
22813,228.13
22920,229.2
23034,230.34
23143,231.43
23243,232.43
23343,233.43
23445,234.45
23554,235.54
23656,236.56
23752,237.52
23844,238.44
23947,239.47
24047,240.47
24131,241.31
24227,242.27
24344,243.44
24459,244.59
24574,245.74
24683,246.83
24796,247.96
24909,249.09
25021,250.21
25141,251.41
25256,252.56
25368,253.68
25476,254.76
25565,255.65
25655,256.55
25754,257.54
25856,258.56
25958,259.58
26060,260.6
26162,261.62
26280,262.8
26394,263.94
26486,264.86
26569,265.69
26654,266.54
26776,267.76
26892,268.92
27007,270.07
27122,271.22
27236,272.36
27344,273.44
27449,274.49
27530,275.3
27604,276.04
27677,276.77
27751,277.51
27864,278.64
27973,279.73
28082,280.82
28190,281.9
28298,282.98
28405,284.05
28510,285.1
28615,286.15
28722,287.22
28829,288.29
28934,289.34
29040,290.4
29147,291.47
29255,292.55
29364,293.64
29473,294.73
29582,295.82
29692,296.92
29801,298.01
29910,299.1
30017,300.17
30127,301.27
30239,302.39
30350,303.5
30460,304.6
30572,305.72
30685,306.85
30792,307.92
30898,308.98
30998,309.98
31088,310.88
31179,311.79
31268,312.68
31370,313.7
31480,314.8
31582,315.82
31687,316.87
31783,317.83
31879,318.79
31982,319.82
32083,320.83
32181,321.81
32276,322.76
32371,323.71
32477,324.77
32578,325.78
32673,326.73
32773,327.73
32880,328.8
32991,329.91
33101,331.01
33216,332.16
33321,333.21
33413,334.13
33513,335.13
33623,336.23
33726,337.26
33831,338.31
33923,339.23
34025,340.25
34126,341.26
34224,342.24
34310,343.1
34399,343.99
34493,344.93
34585,345.85
34677,346.77
34769,347.69
34860,348.6
34955,349.55
35049,350.49
35143,351.43
35239,352.39
35339,353.39
35447,354.47
35551,355.51
35654,356.54
35766,357.66
35880,358.8
35978,359.78
36071,360.71
36157,361.57
36237,362.37
36337,363.37
36437,364.37
36542,365.42
36661,366.61
36766,367.66
36865,368.65
36969,369.69
37079,370.79
