sample,time_sec
28027,280.27
28177,281.77
28223,282.23
28265,282.65
28307,283.07
28348,283.48
28412,284.12
28480,284.8
28522,285.22
28566,285.66
28616,286.16
28656,286.56
28703,287.03
28767,287.67
28841,288.41
28878,288.78
28910,289.1
28965,289.65
29095,290.95
29196,291.96
29271,292.71
42994,429.94
50066,500.66
57139,571.39
57561,575.61
57681,576.81
57780,577.8
57820,578.2
57859,578.59
57983,579.83
58066,580.66
58097,580.97
58193,581.93
58308,583.08
58346,583.46
58395,583.95
58491,584.91
58584,585.84
58678,586.78
58772,587.72
58865,588.65
58955,589.55
59044,590.44
59134,591.34
59224,592.24
59315,593.15
59406,594.06
59496,594.96
59583,595.83
59614,596.14
59682,596.82
59724,597.24
59767,597.67
59817,598.17
59963,599.63
60047,600.47
60157,601.57
60280,602.8
60403,604.03
60494,604.94
60591,605.91
60682,606.82
60771,607.71
60861,608.61
60953,609.53
61043,610.43
61132,611.32
61224,612.24
61316,613.16
61406,614.06
61499,614.99
61591,615.91
61680,616.8
61771,617.71
61862,618.62
61951,619.51
62039,620.39
62129,621.29
62222,622.22
62312,623.12
62399,623.99
62490,624.9
62582,625.82
62674,626.74
62765,627.65
62855,628.55
62947,629.47
63041,630.41
63131,631.31
63224,632.24
63318,633.18
63409,634.09
63497,634.97
63586,635.86
63675,636.75
63767,637.67
63857,638.57
63945,639.45
64036,640.36
64127,641.27
64217,642.17
64303,643.03
64392,643.92
64482,644.82
64572,645.72
64662,646.62
64751,647.51
64840,648.4
64929,649.29
65019,650.19
65109,651.09
65199,651.99
65285,652.85
65372,653.72
65457,654.57
65543,655.43
65632,656.32
65721,657.21
65801,658.01
65883,658.83
65964,659.64
66044,660.44
66121,661.21
66225,662.25
66329,663.29
66422,664.22
66495,664.95
66567,665.67
66637,666.37
66707,667.07
66775,667.75
66843,668.43
66911,669.11
66978,669.78
67046,670.46
67114,671.14
67178,671.78
67242,672.42
67317,673.17
67393,673.93
67462,674.62
67533,675.33
67605,676.05
67679,676.79
67756,677.56
67836,678.36
67916,679.16
67997,679.97
68077,680.77
68156,681.56
68234,682.34
68311,683.11
68393,683.93
68467,684.67
68542,685.42
68622,686.22
68706,687.06
68792,687.92
68874,688.74
68957,689.57
69041,690.41
69123,691.23
69203,692.03
69282,692.82
69361,693.61
69442,694.42
69525,695.25
69603,696.03
69682,696.82
69769,697.69
69857,698.57
69940,699.4
70025,700.25
70109,701.09
70193,701.93
70274,702.74
70355,703.55
70436,704.36
70517,705.17
70598,705.98
70679,706.79
70758,707.58
70837,708.37
70916,709.16
70997,709.97
71078,710.78
71156,711.56
71234,712.34
71312,713.12
71392,713.92
71472,714.72
71552,715.52
71631,716.31
71710,717.1
71789,717.89
71867,718.67
71943,719.43
72019,720.19
72097,720.97
72176,721.76
72256,722.56
72335,723.35
72415,724.15
72497,724.97
72581,725.81
72662,726.62
72744,727.44
72826,728.26
72907,729.07
72987,729.87
73066,730.66
73146,731.46
73229,732.29
73314,733.14
73396,733.96
73479,734.79
73564,735.64
73651,736.51
73739,737.39
73827,738.27
73909,739.09
73991,739.91
74072,740.72
74154,741.54
74237,742.37
74320,743.2
74405,744.05
74490,744.9
74576,745.76
74660,746.6
74744,747.44
74829,748.29
74916,749.16
75004,750.04
75090,750.9
75177,751.77
75264,752.64
