sample,time_sec
106,1.06
193,1.93
279,2.79
364,3.64
449,4.49
537,5.37
624,6.24
709,7.09
796,7.96
879,8.79
963,9.63
1049,10.49
1136,11.36
1225,12.25
1312,13.12
1399,13.99
1482,14.82
1565,15.65
1650,16.5
1734,17.34
1819,18.19
1904,19.04
1988,19.88
2071,20.71
2154,21.54
2237,22.37
2320,23.2
2403,24.03
2487,24.87
2569,25.69
2650,26.5
2732,27.32
2815,28.15
2897,28.97
2980,29.8
3059,30.59
3137,31.37
3215,32.15
3292,32.92
3371,33.71
3451,34.51
3530,35.3
3607,36.07
3686,36.86
3765,37.65
3844,38.44
3922,39.22
4001,40.01
4082,40.82
4161,41.61
4240,42.4
4321,43.21
4403,44.03
4483,44.83
4562,45.62
4640,46.4
4719,47.19
4797,47.97
4876,48.76
4955,49.55
5039,50.39
5123,51.23
5205,52.05
5288,52.88
5372,53.72
5457,54.57
5544,55.44
5631,56.31
5714,57.14
5796,57.96
5879,58.79
5963,59.63
6049,60.49
6134,61.34
6218,62.18
6301,63.01
6386,63.86
6474,64.74
6560,65.6
6645,66.45
6729,67.29
6814,68.14
6897,68.97
6981,69.81
7068,70.68
7155,71.55
7242,72.42
7327,73.27
7411,74.11
7496,74.96
7579,75.79
7663,76.63
7749,77.49
7835,78.35
7920,79.2
8005,80.05
8089,80.89
8172,81.72
8259,82.59
8346,83.46
8428,84.28
8512,85.12
8594,85.94
8677,86.77
8761,87.61
8847,88.47
8934,89.34
9018,90.18
9101,91.01
9182,91.82
9264,92.64
9347,93.47
9430,94.3
9511,95.11
9594,95.94
9676,96.76
9757,97.57
9840,98.4
9922,99.22
10002,100.02
10083,100.83
10164,101.64
10245,102.45
10325,103.25
10404,104.04
10484,104.84
10564,105.64
10644,106.44
10723,107.23
10802,108.02
10883,108.83
10961,109.61
11039,110.39
11118,111.18
11200,112.0
11279,112.79
11358,113.58
11437,114.37
11515,115.15
11594,115.94
11671,116.71
11749,117.49
11827,118.27
11905,119.05
11984,119.84
12061,120.61
