sample,time_sec
116,1.16
203,2.03
289,2.89
375,3.75
463,4.63
548,5.48
635,6.35
720,7.2
802,8.02
881,8.81
955,9.55
1028,10.28
1100,11.0
1195,11.95
1286,12.86
1385,13.85
1469,14.69
1554,15.54
1646,16.46
1738,17.38
1819,18.19
1896,18.96
1972,19.72
2049,20.49
2127,21.27
2212,22.12
2302,23.02
2392,23.92
2484,24.84
2573,25.73
2660,26.6
2743,27.43
2823,28.23
2904,29.04
2983,29.83
3063,30.63
3143,31.43
3226,32.26
3311,33.11
3392,33.92
3471,34.71
3549,35.49
3626,36.26
3707,37.07
3784,37.84
3860,38.6
3936,39.36
4014,40.14
4091,40.91
4168,41.68
4252,42.52
4336,43.36
4419,44.19
4500,45.0
4579,45.79
4658,46.58
4740,47.4
4823,48.23
4907,49.07
4992,49.92
5084,50.84
5179,51.79
5272,52.72
5364,53.64
5453,54.53
5539,55.39
5625,56.25
5712,57.12
5801,58.01
5888,58.88
5972,59.72
6051,60.51
6129,61.29
6213,62.13
6303,63.03
6394,63.94
6484,64.84
6576,65.76
6670,66.7
6765,67.65
6858,68.58
6938,69.38
7015,70.15
7094,70.94
7171,71.71
7248,72.48
7343,73.43
7432,74.32
7516,75.16
7594,75.94
7669,76.69
7745,77.45
7824,78.24
7904,79.04
7987,79.87
8069,80.69
8157,81.57
8243,82.43
8329,83.29
8411,84.11
8494,84.94
8577,85.77
8662,86.62
8748,87.48
8834,88.34
8919,89.19
9001,90.01
9082,90.82
9162,91.62
9243,92.43
9321,93.21
9398,93.98
9476,94.76
9554,95.54
9636,96.36
9718,97.18
9798,97.98
9883,98.83
9974,99.74
10064,100.64
10155,101.55
10252,102.52
10353,103.53
10455,104.55
10543,105.43
10622,106.22
10703,107.03
10780,107.8
10851,108.51
10919,109.19
11002,110.02
11084,110.84
11160,111.6
11235,112.35
11312,113.12
11390,113.9
11471,114.71
11550,115.5
11620,116.2
11694,116.94
11767,117.67
11843,118.43
11919,119.19
12000,120.0
12089,120.89
12173,121.73
12258,122.58
12345,123.45
12431,124.31
12520,125.2
12607,126.07
12694,126.94
12779,127.79
12865,128.65
12951,129.51
13038,130.38
13123,131.23
13207,132.07
13291,132.91
13373,133.73
13454,134.54
13532,135.32
13607,136.07
13680,136.8
13753,137.53
13826,138.26
13903,139.03
13981,139.81
14061,140.61
14141,141.41
14222,142.22
14310,143.1
14401,144.01
14494,144.94
14580,145.8
14663,146.63
14747,147.47
14827,148.27
14906,149.06
14985,149.85
15064,150.64
15145,151.45
15229,152.29
15320,153.2
15416,154.16
15509,155.09
15597,155.97
15684,156.84
15772,157.72
15864,158.64
15955,159.55
16048,160.48
16141,161.41
16233,162.33
16326,163.26
16419,164.19
16512,165.12
16605,166.05
16695,166.95
16784,167.84
16866,168.66
16943,169.43
17018,170.18
17093,170.93
17169,171.69
17250,172.5
17329,173.29
17411,174.11
17504,175.04
17598,175.98
17689,176.89
17775,177.75
17857,178.57
17940,179.4
18024,180.24
18110,181.1
18197,181.97
18282,182.82
18369,183.69
18459,184.59
18547,185.47
18633,186.33
18718,187.18
18802,188.02
18889,188.89
18979,189.79
19068,190.68
19155,191.55
19236,192.36
19316,193.16
19392,193.92
19464,194.64
19535,195.35
19605,196.05
19678,196.78
19759,197.59
19849,198.49
19938,199.38
20020,200.2
20107,201.07
20189,201.89
20266,202.66
20341,203.41
20415,204.15
20491,204.91
20571,205.71
20653,206.53
20738,207.38
20823,208.23
20910,209.1
20998,209.98
21089,210.89
21179,211.79
21268,212.68
21363,213.63
21461,214.61
21555,215.55
21643,216.43
21731,217.31
21816,218.16
21899,218.99
21982,219.82
22062,220.62
22139,221.39
22213,222.13
22288,222.88
22367,223.67
22449,224.49
22531,225.31
22618,226.18
22709,227.09
22803,228.03
22897,228.97
22985,229.85
23068,230.68
23149,231.49
23226,232.26
23301,233.01
23375,233.75
23446,234.46
23519,235.19
23597,235.97
23682,236.82
23770,237.7
23861,238.61
23952,239.52
24043,240.43
24134,241.34
24226,242.26
24315,243.15
24399,243.99
24484,244.84
24579,245.79
24673,246.73
24763,247.63
24849,248.49
24931,249.31
25011,250.11
25094,250.94
25177,251.77
25258,252.58
25340,253.4
25419,254.19
25500,255.0
25590,255.9
25682,256.82
25775,257.75
25866,258.66
25954,259.54
26043,260.43
26133,261.33
26222,262.22
26310,263.1
26397,263.97
26486,264.86
26575,265.75
26665,266.65
26755,267.55
26842,268.42
26929,269.29
27016,270.16
27106,271.06
27197,271.97
27288,272.88
27373,273.73
27460,274.6
27548,275.48
27629,276.29
27711,277.11
27799,277.99
27889,278.89
27971,279.71
28058,280.58
28141,281.41
28223,282.23
28305,283.05
28389,283.89
28473,284.73
28564,285.64
28656,286.56
28748,287.48
28838,288.38
28925,289.25
29014,290.14
29103,291.03
29192,291.92
29278,292.78
29362,293.62
29449,294.49
29538,295.38
29624,296.24
29712,297.12
29800,298.0
29887,298.87
29971,299.71
30052,300.52
30132,301.32
30207,302.07
30281,302.81
30356,303.56
30438,304.38
30537,305.37
30639,306.39
30734,307.34
30820,308.2
30901,309.01
