sample,time_sec
77,0.77
152,1.52
226,2.26
301,3.01
376,3.76
452,4.52
527,5.27
603,6.03
680,6.8
757,7.57
834,8.34
911,9.11
989,9.89
1066,10.66
1143,11.43
1219,12.19
1295,12.95
1372,13.72
1448,14.48
1525,15.25
1602,16.02
1678,16.78
1755,17.55
1833,18.33
1911,19.11
1990,19.9
2070,20.7
2150,21.5
2230,22.3
2310,23.1
2389,23.89
2468,24.68
2547,25.47
2625,26.25
2702,27.02
2780,27.8
2856,28.56
2932,29.32
3009,30.09
3085,30.85
3161,31.61
3238,32.38
3314,33.14
3390,33.9
3467,34.67
3543,35.43
3620,36.2
3697,36.97
3773,37.73
3849,38.49
3923,39.23
3997,39.97
4071,40.71
4146,41.46
4220,42.2
4293,42.93
4367,43.67
4440,44.4
4514,45.14
4588,45.88
4662,46.62
4736,47.36
4810,48.1
4884,48.84
4960,49.6
5034,50.34
5109,51.09
5184,51.84
5258,52.58
5333,53.33
5408,54.08
5482,54.82
5557,55.57
5632,56.32
5707,57.07
5782,57.82
5857,58.57
5933,59.33
6009,60.09
6085,60.85
6162,61.62
6237,62.37
6313,63.13
6389,63.89
6465,64.65
6542,65.42
6618,66.18
6694,66.94
6770,67.7
6846,68.46
6923,69.23
6999,69.99
7075,70.75
7151,71.51
7226,72.26
7302,73.02
7377,73.77
7452,74.52
7527,75.27
7602,76.02
7678,76.78
7753,77.53
7827,78.27
7902,79.02
7977,79.77
8052,80.52
8128,81.28
8203,82.03
8278,82.78
8354,83.54
8429,84.29
8505,85.05
8581,85.81
8657,86.57
8732,87.32
8809,88.09
8884,88.84
8960,89.6
9036,90.36
9111,91.11
9186,91.86
9262,92.62
9337,93.37
9412,94.12
9487,94.87
9562,95.62
9638,96.38
9713,97.13
9788,97.88
9864,98.64
9940,99.4
10016,100.16
10093,100.93
10169,101.69
10245,102.45
10321,103.21
10397,103.97
10472,104.72
10548,105.48
10622,106.22
10697,106.97
10772,107.72
10846,108.46
10920,109.2
10994,109.94
11068,110.68
11143,111.43
11219,112.19
11294,112.94
11370,113.7
11447,114.47
11525,115.25
11603,116.03
11681,116.81
11759,117.59
11837,118.37
11916,119.16
11993,119.93
12069,120.69
12146,121.46
12222,122.22
12298,122.98
12373,123.73
12448,124.48
12522,125.22
12597,125.97
12672,126.72
12747,127.47
12821,128.21
12896,128.96
12971,129.71
13047,130.47
13123,131.23
13199,131.99
13275,132.75
13352,133.52
13428,134.28
13504,135.04
13581,135.81
13657,136.57
13733,137.33
