sample,time_sec
26759,267.59
26852,268.52
26973,269.73
27069,270.69
27374,273.74
27679,276.79
27918,279.18
28000,280.0
28063,280.63
28157,281.57
28209,282.09
28247,282.47
28325,283.25
28373,283.73
28426,284.26
28475,284.75
28524,285.24
28573,285.73
28627,286.27
28684,286.84
28757,287.57
28900,289.0
28973,289.73
29020,290.2
29077,290.77
29135,291.35
29171,291.71
29217,292.17
29260,292.6
29304,293.04
29360,293.6
29411,294.11
29536,295.36
60120,601.2
60194,601.94
60296,602.96
62192,621.92
64089,640.89
64747,647.47
65406,654.06
65480,654.8
65558,655.58
65615,656.15
65654,656.54
65699,656.99
65755,657.55
65810,658.1
65848,658.48
65930,659.3
66012,660.12
66090,660.9
66133,661.33
66201,662.01
66273,662.73
66352,663.52
66449,664.49
66507,665.07
66560,665.6
66595,665.95
66713,667.13
66876,668.76
66990,669.9
67139,671.39
67170,671.7
67221,672.21
67267,672.67
67298,672.98
67342,673.42
67428,674.28
67506,675.06
67564,675.64
67643,676.43
67739,677.39
67831,678.31
67914,679.14
67992,679.92
68068,680.68
68150,681.5
68206,682.06
68256,682.56
68363,683.63
68468,684.68
68572,685.72
68675,686.75
68777,687.77
68878,688.78
68977,689.77
69077,690.77
69179,691.79
69279,692.79
69381,693.81
69485,694.85
69588,695.88
69690,696.9
69792,697.92
69893,698.93
69993,699.93
70095,700.95
70200,702.0
70307,703.07
70415,704.15
70523,705.23
70628,706.28
70721,707.21
70809,708.09
70891,708.91
70969,709.69
71050,710.5
71137,711.37
71229,712.29
71327,713.27
71424,714.24
71513,715.13
71607,716.07
71702,717.02
71796,717.96
71886,718.86
71983,719.83
72083,720.83
72184,721.84
72279,722.79
72379,723.79
72483,724.83
72583,725.83
72678,726.78
72780,727.8
72883,728.83
72988,729.88
73088,730.88
73189,731.89
73292,732.92
73398,733.98
73499,734.99
73596,735.96
73697,736.97
73800,738.0
73901,739.01
74000,740.0
74100,741.0
74202,742.02
74301,743.01
74400,744.0
74500,745.0
74601,746.01
74700,747.0
74799,747.99
74898,748.98
74998,749.98
75093,750.93
75180,751.8
75265,752.65
75351,753.51
75439,754.39
75523,755.23
75614,756.14
75708,757.08
75803,758.03
75899,758.99
75990,759.9
76083,760.83
76175,761.75
76268,762.68
76356,763.56
76446,764.46
76538,765.38
76635,766.35
76724,767.24
76814,768.14
76909,769.09
77008,770.08
77105,771.05
77198,771.98
77296,772.96
77395,773.95
77491,774.91
77585,775.85
77684,776.84
77787,777.87
77887,778.87
77983,779.83
78082,780.82
78179,781.79
78273,782.73
78359,783.59
78448,784.48
78541,785.41
78637,786.37
78731,787.31
78829,788.29
78930,789.3
79034,790.34
79134,791.34
79237,792.37
79340,793.4
79439,794.39
79531,795.31
79624,796.24
79718,797.18
79807,798.07
79907,799.07
80005,800.05
80108,801.08
80196,801.96
80276,802.76
80353,803.53
80430,804.3
80511,805.11
80605,806.05
80702,807.02
80795,807.95
80888,808.88
80982,809.82
81074,810.74
81164,811.64
81247,812.47
81329,813.29
81414,814.14
81499,814.99
81592,815.92
81687,816.87
81778,817.78
81872,818.72
81972,819.72
82074,820.74
82172,821.72
82270,822.7
82371,823.71
82467,824.67
82557,825.57
82649,826.49
82748,827.48
82847,828.47
82942,829.42
83039,830.39
83136,831.36
83229,832.29
83316,833.16
83411,834.11
83511,835.11
83609,836.09
83699,836.99
83793,837.93
83890,838.9
83987,839.87
84078,840.78
84171,841.71
84270,842.7
84372,843.72
84471,844.71
84569,845.69
84668,846.68
84766,847.66
84864,848.64
84955,849.55
85052,850.52
85154,851.54
85253,852.53
85345,853.45
85440,854.4
85537,855.37
85635,856.35
85725,857.25
85812,858.12
85911,859.11
86016,860.16
86119,861.19
86207,862.07
86316,863.16
86426,864.26
86516,865.16
86621,866.21
86709,867.09
86798,867.98
86863,868.63
86929,869.29
86997,869.97
87066,870.66
87142,871.42
87218,872.18
87299,872.99
87383,873.83
87468,874.68
87531,875.31
87605,876.05
87688,876.88
87752,877.52
87817,878.17
87902,879.02
87988,879.88
88073,880.73
88155,881.55
88240,882.4
88329,883.29
88389,883.89
88450,884.5
88523,885.23
88596,885.96
88690,886.9
88787,887.87
88877,888.77
88959,889.59
89043,890.43
89140,891.4
89240,892.4
89338,893.38
89449,894.49
89560,895.6
89646,896.46
89732,897.32
89827,898.27
89917,899.17
90008,900.08
90100,901.0
90185,901.85
90271,902.71
90359,903.59
90440,904.4
90519,905.19
90597,905.97
90676,906.76
90762,907.62
90853,908.53
90943,909.43
91030,910.3
91119,911.19
91210,912.1
91298,912.98
91382,913.82
91468,914.68
91555,915.55
91641,916.41
91723,917.23
91802,918.02
91885,918.85
91965,919.65
92042,920.42
92123,921.23
92210,922.1
92302,923.02
92403,924.03
92506,925.06
92607,926.07
92704,927.04
92802,928.02
92902,929.02
92997,929.97
93091,930.91
93189,931.89
93289,932.89
93380,933.8
93473,934.73
93569,935.69
93662,936.62
93749,937.49
93831,938.31
93911,939.11
93988,939.88
94068,940.68
94152,941.52
94243,942.43
94331,943.31
94418,944.18
94509,945.09
94606,946.06
94702,947.02
94793,947.93
94886,948.86
94983,949.83
95082,950.82
95177,951.77
95280,952.8
95385,953.85
95488,954.88
95588,955.88
95692,956.92
95798,957.98
95907,959.07
96014,960.14
96118,961.18
96218,962.18
96317,963.17
96418,964.18
96521,965.21
96623,966.23
96720,967.2
96815,968.15
96915,969.15
97019,970.19
97123,971.23
97224,972.24
97327,973.27
97433,974.33
97538,975.38
97642,976.42
97745,977.45
97843,978.43
97944,979.44
98042,980.42
98138,981.38
98241,982.41
98348,983.48
98448,984.48
98533,985.33
98622,986.22
98708,987.08
98798,987.98
98905,989.05
99013,990.13
99124,991.24
99234,992.34
99342,993.42
99447,994.47
99549,995.49
99652,996.52
99759,997.59
99866,998.66
99972,999.72
100078,1000.78
100181,1001.81
100284,1002.84
100391,1003.91
100498,1004.98
100604,1006.04
100710,1007.1
100816,1008.16
100914,1009.14
101011,1010.11
101111,1011.11
101215,1012.15
101322,1013.22
101424,1014.24
101527,1015.27
101630,1016.3
101733,1017.33
101833,1018.33
101934,1019.34
102035,1020.35
102136,1021.36
102236,1022.36
102333,1023.33
102431,1024.31
102531,1025.31
102633,1026.33
102731,1027.31
102830,1028.3
102931,1029.31
103032,1030.32
103133,1031.33
103232,1032.32
103327,1033.27
103422,1034.22
103519,1035.19
103614,1036.14
103705,1037.05
103801,1038.01
103902,1039.02
104002,1040.02
104095,1040.95
104182,1041.82
104271,1042.71
104362,1043.62
104451,1044.51
104538,1045.38
104622,1046.22
104709,1047.09
104803,1048.03
104897,1048.97
104988,1049.88
105085,1050.85
105187,1051.87
105290,1052.9
105389,1053.89
105487,1054.87
105586,1055.86
105681,1056.81
105765,1057.65
105846,1058.46
105929,1059.29
106008,1060.08
106091,1060.91
106185,1061.85
106275,1062.75
106367,1063.67
106465,1064.65
106564,1065.64
106657,1066.57
106750,1067.5
106842,1068.42
106928,1069.28
107013,1070.13
107097,1070.97
107180,1071.8
107260,1072.6
107340,1073.4
107423,1074.23
107514,1075.14
107608,1076.08
107717,1077.17
107830,1078.3
107940,1079.4
108051,1080.51
108161,1081.61
108270,1082.7
108378,1083.78
108485,1084.85
108589,1085.89
108692,1086.92
108796,1087.96
108900,1089.0
109005,1090.05
109109,1091.09
109210,1092.1
109313,1093.13
109416,1094.16
109517,1095.17
109615,1096.15
109712,1097.12
109798,1097.98
109879,1098.79
109967,1099.67
110016,1100.16
110065,1100.65
110115,1101.15
110164,1101.64
110236,1102.36
110308,1103.08
110385,1103.85
110462,1104.62
110559,1105.59
110659,1106.59
110760,1107.6
110857,1108.57
110956,1109.56
111056,1110.56
111154,1111.54
111252,1112.52
111351,1113.51
111450,1114.5
111550,1115.5
111641,1116.41
111730,1117.3
111824,1118.24
111917,1119.17
112010,1120.1
112105,1121.05
112204,1122.04
112302,1123.02
112402,1124.02
112504,1125.04
112603,1126.03
112703,1127.03
112807,1128.07
112914,1129.14
113016,1130.16
113118,1131.18
113219,1132.19
113314,1133.14
113403,1134.03
113487,1134.87
113569,1135.69
113656,1136.56
113754,1137.54
113854,1138.54
113953,1139.53
114051,1140.51
114150,1141.5
114250,1142.5
114347,1143.47
114450,1144.5
114554,1145.54
114653,1146.53
114754,1147.54
114856,1148.56
114959,1149.59
115057,1150.57
115160,1151.6
115263,1152.63
115358,1153.58
115454,1154.54
115548,1155.48
115647,1156.47
115747,1157.47
115844,1158.44
115941,1159.41
116040,1160.4
116139,1161.39
116235,1162.35
116322,1163.22
116411,1164.11
116504,1165.04
116604,1166.04
116705,1167.05
116805,1168.05
116908,1169.08
117013,1170.13
117116,1171.16
117215,1172.15
117317,1173.17
117423,1174.23
117525,1175.25
117628,1176.28
117733,1177.33
117834,1178.34
117934,1179.34
118038,1180.38
118143,1181.43
118241,1182.41
118330,1183.3
118419,1184.19
118511,1185.11
118609,1186.09
118708,1187.08
