sample,time_sec
102,1.02
191,1.91
280,2.8
370,3.7
459,4.59
548,5.48
639,6.39
729,7.29
819,8.19
908,9.08
997,9.97
1088,10.88
1178,11.78
1268,12.68
1359,13.59
1450,14.5
1540,15.4
1630,16.3
1720,17.2
1812,18.12
1903,19.03
1994,19.94
2085,20.85
2176,21.76
2268,22.68
2358,23.58
2448,24.48
2538,25.38
2629,26.29
2719,27.19
2807,28.07
2896,28.96
2986,29.86
3076,30.76
3165,31.65
3256,32.56
3349,33.49
3439,34.39
3530,35.3
3622,36.22
3713,37.13
3803,38.03
3893,38.93
3984,39.84
4074,40.74
4164,41.64
4255,42.55
4346,43.46
4437,44.37
4527,45.27
4618,46.18
4709,47.09
4800,48.0
4892,48.92
4984,49.84
5077,50.77
5170,51.7
5261,52.61
5351,53.51
5442,54.42
5532,55.32
5622,56.22
5712,57.12
5803,58.03
5895,58.95
5988,59.88
6081,60.81
6174,61.74
6268,62.68
6362,63.62
6456,64.56
6551,65.51
6645,66.45
6738,67.38
6832,68.32
6927,69.27
7021,70.21
7114,71.14
7209,72.09
7302,73.02
7395,73.95
7487,74.87
7581,75.81
7677,76.77
7772,77.72
7867,78.67
7964,79.64
8061,80.61
8156,81.56
8252,82.52
8348,83.48
8442,84.42
8537,85.37
8631,86.31
8725,87.25
8820,88.2
8917,89.17
9013,90.13
9109,91.09
9205,92.05
9301,93.01
9395,93.95
9489,94.89
9583,95.83
9676,96.76
9769,97.69
9863,98.63
9957,99.57
10050,100.5
10144,101.44
10238,102.38
10332,103.32
10428,104.28
10524,105.24
10619,106.19
10715,107.15
10808,108.08
10900,109.0
10992,109.92
11084,110.84
11174,111.74
11266,112.66
11359,113.59
11452,114.52
11544,115.44
11636,116.36
11731,117.31
11822,118.22
11913,119.13
12006,120.06
12096,120.96
12187,121.87
12278,122.78
12368,123.68
12458,124.58
12548,125.48
12637,126.37
12726,127.26
12814,128.14
12902,129.02
12990,129.9
13072,130.72
13155,131.55
13250,132.5
13345,133.45
13432,134.32
13518,135.18
13605,136.05
13694,136.94
13784,137.84
13873,138.73
13960,139.6
14048,140.48
14135,141.35
14223,142.23
14312,143.12
14401,144.01
14490,144.9
14577,145.77
14665,146.65
14753,147.53
14842,148.42
14931,149.31
15020,150.2
15108,151.08
15196,151.96
15285,152.85
15374,153.74
15463,154.63
15550,155.5
15636,156.36
15722,157.22
15808,158.08
15894,158.94
15978,159.78
16063,160.63
16147,161.47
16229,162.29
16311,163.11
16385,163.85
16459,164.59
16545,165.45
16632,166.32
16708,167.08
16785,167.85
16863,168.63
16942,169.42
17025,170.25
17111,171.11
17199,171.99
17290,172.9
17380,173.8
17472,174.72
17564,175.64
17655,176.55
17745,177.45
17832,178.32
17918,179.18
18003,180.03
18087,180.87
18171,181.71
18254,182.54
18336,183.36
18421,184.21
18509,185.09
18599,185.99
18691,186.91
18783,187.83
18875,188.75
18967,189.67
19058,190.58
19147,191.47
19235,192.35
19323,193.23
19409,194.09
19494,194.94
19579,195.79
19663,196.63
19747,197.47
19830,198.3
19911,199.11
19990,199.9
20067,200.67
20147,201.47
20230,202.3
20319,203.19
20418,204.18
20520,205.2
20628,206.28
20738,207.38
20849,208.49
20957,209.57
21064,210.64
21172,211.72
21279,212.79
21386,213.86
21492,214.92
21591,215.91
21685,216.85
21777,217.77
21867,218.67
21955,219.55
22042,220.42
22126,221.26
22207,222.07
22287,222.87
22366,223.66
22445,224.45
22525,225.25
22609,226.09
22701,227.01
22794,227.94
22890,228.9
22991,229.91
23093,230.93
23193,231.93
23293,232.93
23391,233.91
23485,234.85
23578,235.78
23671,236.71
23766,237.66
23860,238.6
23952,239.52
24044,240.44
24136,241.36
24226,242.26
24314,243.14
24404,244.04
24492,244.92
24580,245.8
24668,246.68
24757,247.57
24846,248.46
24935,249.35
25024,250.24
25114,251.14
25204,252.04
25292,252.92
25380,253.8
25469,254.69
25556,255.56
25643,256.43
25730,257.3
25818,258.18
25906,259.06
25993,259.93
26080,260.8
26168,261.68
26256,262.56
26344,263.44
26430,264.3
26517,265.17
26605,266.05
26693,266.93
26782,267.82
26871,268.71
26961,269.61
27050,270.5
27139,271.39
27228,272.28
27317,273.17
27406,274.06
27495,274.95
27583,275.83
27671,276.71
27759,277.59
27848,278.48
27937,279.37
28026,280.26
28115,281.15
28206,282.06
28297,282.97
28389,283.89
28482,284.82
28575,285.75
28667,286.67
28759,287.59
28852,288.52
28945,289.45
29038,290.38
29134,291.34
29229,292.29
29325,293.25
29421,294.21
29517,295.17
29613,296.13
29707,297.07
29801,298.01
29896,298.96
29989,299.89
30081,300.81
30174,301.74
30267,302.67
30357,303.57
30448,304.48
30539,305.39
30630,306.3
30720,307.2
30812,308.12
30904,309.04
30995,309.95
31086,310.86
31177,311.77
31268,312.68
31359,313.59
31452,314.52
31545,315.45
31639,316.39
31731,317.31
31824,318.24
31916,319.16
32005,320.05
32095,320.95
32184,321.84
32271,322.71
32360,323.6
32448,324.48
32537,325.37
32626,326.26
32716,327.16
32806,328.06
32896,328.96
32985,329.85
33075,330.75
33165,331.65
33254,332.54
33343,333.43
33433,334.33
33523,335.23
33613,336.13
33702,337.02
33793,337.93
33883,338.83
33973,339.73
34061,340.61
34149,341.49
34238,342.38
34326,343.26
34414,344.14
34500,345.0
34588,345.88
34673,346.73
34756,347.56
34839,348.39
34921,349.21
35004,350.04
35088,350.88
35173,351.73
35260,352.6
35348,353.48
35437,354.37
35527,355.27
35617,356.17
35708,357.08
35799,357.99
35889,358.89
35979,359.79
36067,360.67
36155,361.55
36243,362.43
36329,363.29
36417,364.17
36505,365.05
36594,365.94
36682,366.82
36772,367.72
36863,368.63
36954,369.54
37045,370.45
37138,371.38
37230,372.3
37321,373.21
37413,374.13
37505,375.05
37594,375.94
37685,376.85
37776,377.76
37867,378.67
37959,379.59
38050,380.5
38143,381.43
38235,382.35
38326,383.26
38416,384.16
38507,385.07
38597,385.97
38686,386.86
38773,387.73
38862,388.62
38949,389.49
39037,390.37
