sample,time_sec
37,0.37
126,1.26
212,2.12
299,2.99
387,3.87
475,4.75
559,5.59
641,6.41
720,7.2
800,8.0
880,8.8
962,9.62
1045,10.45
1128,11.28
1212,12.12
1295,12.95
1377,13.77
1462,14.62
1549,15.49
1639,16.39
1729,17.29
1820,18.2
1909,19.09
1995,19.95
2079,20.79
2161,21.61
2245,22.45
2330,23.3
2420,24.2
2511,25.11
2603,26.03
2693,26.93
2782,27.82
2873,28.73
2965,29.65
3059,30.59
3153,31.53
3246,32.46
3337,33.37
3429,34.29
3523,35.23
3615,36.15
3706,37.06
3799,37.99
3894,38.94
3988,39.88
4078,40.78
4170,41.7
4262,42.62
4351,43.51
4439,44.39
4524,45.24
4607,46.07
4688,46.88
4770,47.7
4856,48.56
4945,49.45
5037,50.37
5131,51.31
5225,52.25
5316,53.16
5406,54.06
5498,54.98
5591,55.91
5684,56.84
5777,57.77
5870,58.7
5961,59.61
6051,60.51
6143,61.43
6236,62.36
6327,63.27
6418,64.18
6510,65.1
6602,66.02
6691,66.91
6778,67.78
6862,68.62
6948,69.48
7036,70.36
7128,71.28
7221,72.21
7314,73.14
7408,74.08
7502,75.02
7594,75.94
7688,76.88
7786,77.86
7882,78.82
7979,79.79
8078,80.78
8174,81.74
8270,82.7
8369,83.69
8466,84.66
8560,85.6
8656,86.56
8751,87.51
8845,88.45
8935,89.35
9028,90.28
9119,91.19
9207,92.07
9295,92.95
9386,93.86
9477,94.77
9567,95.67
9660,96.6
9756,97.56
9852,98.52
9946,99.46
10040,100.4
10134,101.34
10227,102.27
10320,103.2
10412,104.12
10503,105.03
10595,105.95
10689,106.89
10781,107.81
10870,108.7
10957,109.57
11040,110.4
11123,111.23
11204,112.04
11288,112.88
11374,113.74
11462,114.62
11551,115.51
11639,116.39
11729,117.29
11818,118.18
11910,119.1
12002,120.02
12092,120.92
12185,121.85
12277,122.77
12372,123.72
12466,124.66
12558,125.58
12652,126.52
12748,127.48
12844,128.44
12937,129.37
13029,130.29
13120,131.2
13210,132.1
13297,132.97
13382,133.82
13464,134.64
13545,135.45
13625,136.25
13704,137.04
13781,137.81
13858,138.58
13933,139.33
14008,140.08
14085,140.85
14162,141.62
14242,142.42
14327,143.27
14416,144.16
14508,145.08
14597,145.97
14683,146.83
14771,147.71
14861,148.61
14951,149.51
15037,150.37
15122,151.22
15211,152.11
15298,152.98
15385,153.85
15470,154.7
15553,155.53
15635,156.35
15719,157.19
15808,158.08
15899,158.99
15991,159.91
16080,160.8
16170,161.7
16264,162.64
16361,163.61
16453,164.53
16543,165.43
16637,166.37
16731,167.31
16826,168.26
16916,169.16
17008,170.08
17100,171.0
17193,171.93
17287,172.87
17379,173.79
17473,174.73
17567,175.67
17660,176.6
17750,177.5
17836,178.36
17920,179.2
18003,180.03
18085,180.85
18166,181.66
18246,182.46
18324,183.24
18401,184.01
18476,184.76
18552,185.52
18630,186.3
18709,187.09
18787,187.87
18864,188.64
18943,189.43
19026,190.26
19111,191.11
19200,192.0
19291,192.91
19385,193.85
19479,194.79
19574,195.74
19668,196.68
19757,197.57
19844,198.44
19935,199.35
20025,200.25
20120,201.2
20220,202.2
20323,203.23
20424,204.24
20526,205.26
20628,206.28
20727,207.27
20826,208.26
20925,209.25
21017,210.17
21109,211.09
21202,212.02
21295,212.95
21389,213.89
21485,214.85
21576,215.76
21666,216.66
21755,217.55
21846,218.46
21938,219.38
22031,220.31
22125,221.25
22218,222.18
22313,223.13
22405,224.05
22496,224.96
22583,225.83
22667,226.67
22748,227.48
22828,228.28
22909,229.09
22994,229.94
23082,230.82
23174,231.74
23266,232.66
23358,233.58
23451,234.51
23541,235.41
23630,236.3
23715,237.15
23798,237.98
23880,238.8
23962,239.62
24047,240.47
24129,241.29
24210,242.1
24290,242.9
24370,243.7
24452,244.52
24535,245.35
24620,246.2
24709,247.09
24799,247.99
24886,248.86
24975,249.75
25068,250.68
25164,251.64
25261,252.61
25356,253.56
25450,254.5
25542,255.42
25631,256.31
25717,257.17
25802,258.02
25889,258.89
25977,259.77
26068,260.68
26162,261.62
26258,262.58
26353,263.53
26445,264.45
26533,265.33
26622,266.22
26710,267.1
26798,267.98
26884,268.84
26968,269.68
27053,270.53
27139,271.39
27225,272.25
27309,273.09
27392,273.92
27473,274.73
27553,275.53
27635,276.35
27720,277.2
27808,278.08
27895,278.95
27981,279.81
28069,280.69
28158,281.58
28246,282.46
28333,283.33
28419,284.19
28505,285.05
28593,285.93
28680,286.8
28769,287.69
28856,288.56
28942,289.42
29029,290.29
29115,291.15
29200,292.0
29286,292.86
29370,293.7
29452,294.52
29532,295.32
29613,296.13
29694,296.94
29780,297.8
29868,298.68
29957,299.57
30045,300.45
30130,301.3
30216,302.16
30304,303.04
30391,303.91
30477,304.77
30561,305.61
30644,306.44
30729,307.29
30815,308.15
30903,309.03
30989,309.89
31076,310.76
31164,311.64
31251,312.51
31337,313.37
31421,314.21
31504,315.04
31586,315.86
31670,316.7
31755,317.55
31842,318.42
31927,319.27
32014,320.14
32102,321.02
32187,321.87
32271,322.71
32355,323.55
32441,324.41
32527,325.27
32611,326.11
32695,326.95
32780,327.8
32865,328.65
32952,329.52
33038,330.38
33124,331.24
33209,332.09
33297,332.97
33385,333.85
33472,334.72
33557,335.57
33643,336.43
33729,337.29
33815,338.15
33901,339.01
33987,339.87
34071,340.71
34157,341.57
34242,342.42
34324,343.24
34405,344.05
34485,344.85
34564,345.64
34643,346.43
