sample,time_sec
124,1.24
221,2.21
320,3.2
420,4.2
521,5.21
620,6.2
709,7.09
803,8.03
897,8.97
992,9.92
1083,10.83
1177,11.77
1274,12.74
1373,13.73
1466,14.66
1553,15.53
1645,16.45
1739,17.39
1837,18.37
1929,19.29
2019,20.19
2111,21.11
2204,22.04
2296,22.96
2382,23.82
2474,24.74
2566,25.66
2662,26.62
2754,27.54
2838,28.38
2929,29.29
3021,30.21
3113,31.13
3197,31.97
3283,32.83
3372,33.72
3464,34.64
3547,35.47
3636,36.36
3724,37.24
3818,38.18
3903,39.03
3989,39.89
4080,40.8
4167,41.67
4248,42.48
4334,43.34
4420,44.2
4509,45.09
4593,45.93
4678,46.78
4758,47.58
4840,48.4
4918,49.18
4995,49.95
5076,50.76
5157,51.57
5239,52.39
5326,53.26
5411,54.11
5497,54.97
5574,55.74
5653,56.53
5736,57.36
5824,58.24
5916,59.16
6002,60.02
6082,60.82
6163,61.63
6251,62.51
6343,63.43
6435,64.35
6521,65.21
6608,66.08
6692,66.92
6779,67.79
6870,68.7
6954,69.54
7035,70.35
7122,71.22
7214,72.14
7307,73.07
7398,73.98
7486,74.86
7574,75.74
7665,76.65
7756,77.56
7839,78.39
7924,79.24
8016,80.16
8110,81.1
8208,82.08
8298,82.98
8382,83.82
8475,84.75
8569,85.69
8665,86.65
8754,87.54
8844,88.44
8937,89.37
9033,90.33
9124,91.24
9211,92.11
9304,93.04
9396,93.96
9487,94.87
9571,95.71
9658,96.58
9750,97.5
9841,98.41
9933,99.33
10016,100.16
10103,101.03
10193,101.93
10286,102.86
10374,103.74
10455,104.55
10540,105.4
10622,106.22
10700,107.0
10782,107.82
10874,108.74
10966,109.66
11054,110.54
11141,111.41
11232,112.32
11326,113.26
11417,114.17
11501,115.01
11592,115.92
11684,116.84
11777,117.77
11863,118.63
11947,119.47
12034,120.34
12127,121.27
12219,122.19
12303,123.03
12390,123.9
12483,124.83
12578,125.78
12673,126.73
12760,127.6
12849,128.49
12941,129.41
13035,130.35
13131,131.31
13217,132.17
13303,133.03
13394,133.94
13488,134.88
13581,135.81
13667,136.67
13758,137.58
13853,138.53
13950,139.5
14042,140.42
14129,141.29
14222,142.22
14318,143.18
14418,144.18
14511,145.11
14595,145.95
14686,146.86
14777,147.77
14868,148.68
14959,149.59
15048,150.48
15140,151.4
15236,152.36
15333,153.33
15422,154.22
15511,155.11
15604,156.04
15698,156.98
15790,157.9
15874,158.74
15966,159.66
16058,160.58
16145,161.45
16225,162.25
16303,163.03
16379,163.79
16465,164.65
16558,165.58
16647,166.47
16731,167.31
16820,168.2
16910,169.1
17002,170.02
17091,170.91
17171,171.71
17254,172.54
17341,173.41
17434,174.34
17525,175.25
17609,176.09
17694,176.94
17781,177.81
17874,178.74
17964,179.64
18045,180.45
18132,181.32
18221,182.21
18311,183.11
18392,183.92
18474,184.74
18558,185.58
18648,186.48
18741,187.41
18826,188.26
18915,189.15
19006,190.06
19098,190.98
19191,191.91
19275,192.75
19361,193.61
19451,194.51
19544,195.44
19633,196.33
19714,197.14
19801,198.01
19889,198.89
19977,199.77
20057,200.57
20138,201.38
20229,202.29
