sample,time_sec
77924,779.24
78177,781.77
78300,783.0
80356,803.56
82412,824.12
82460,824.6
82502,825.02
82560,825.6
82606,826.06
82666,826.66
82714,827.14
82758,827.58
82817,828.17
82868,828.68
82921,829.21
82958,829.58
82994,829.94
83062,830.62
83145,831.45
83298,832.98
83435,834.35
83503,835.03
83572,835.72
83719,837.19
83770,837.7
83811,838.11
83844,838.44
83880,838.8
83993,839.93
84037,840.37
84114,841.14
84171,841.71
84223,842.23
113544,1135.44
113627,1136.27
113665,1136.65
113894,1138.94
114124,1141.24
114290,1142.9
114342,1143.42
114389,1143.89
114437,1144.37
114533,1145.33
114598,1145.98
114720,1147.2
114843,1148.43
114947,1149.47
115048,1150.48
115154,1151.54
115247,1152.47
115349,1153.49
115456,1154.56
115543,1155.43
115627,1156.27
115692,1156.92
115784,1157.84
115869,1158.69
115933,1159.33
116028,1160.28
116109,1161.09
116189,1161.89
116253,1162.53
116343,1163.43
116419,1164.19
116498,1164.98
116581,1165.81
116670,1166.7
116762,1167.62
116835,1168.35
116928,1169.28
116997,1169.97
117085,1170.85
117181,1171.81
117236,1172.36
117281,1172.81
117345,1173.45
117379,1173.79
117433,1174.33
117482,1174.82
117582,1175.82
117687,1176.87
117795,1177.95
117898,1178.98
118006,1180.06
118107,1181.07
118210,1182.1
118322,1183.22
118413,1184.13
118512,1185.12
118618,1186.18
118717,1187.17
118818,1188.18
118919,1189.19
119011,1190.11
119110,1191.1
119216,1192.16
119314,1193.14
119416,1194.16
119523,1195.23
119624,1196.24
119730,1197.3
119829,1198.29
119931,1199.31
120043,1200.43
120155,1201.55
120270,1202.7
120385,1203.85
120503,1205.03
120615,1206.15
120727,1207.27
120819,1208.19
120912,1209.12
121015,1210.15
121112,1211.12
121220,1212.2
121321,1213.21
121419,1214.19
121524,1215.24
121631,1216.31
121729,1217.29
121834,1218.34
121946,1219.46
122044,1220.44
122142,1221.42
122259,1222.59
122364,1223.64
122465,1224.65
122573,1225.73
122672,1226.72
122763,1227.63
122864,1228.64
122975,1229.75
123074,1230.74
123185,1231.85
123291,1232.91
123404,1234.04
123526,1235.26
123634,1236.34
123743,1237.43
123848,1238.48
123953,1239.53
124053,1240.53
124160,1241.6
124264,1242.64
124361,1243.61
124461,1244.61
124559,1245.59
124658,1246.58
124759,1247.59
124851,1248.51
124947,1249.47
125040,1250.4
125138,1251.38
125238,1252.38
125332,1253.32
125426,1254.26
125525,1255.25
125617,1256.17
125713,1257.13
125813,1258.13
125911,1259.11
126014,1260.14
126111,1261.11
