sample,time_sec
60,0.6
151,1.51
244,2.44
337,3.37
432,4.32
528,5.28
626,6.26
724,7.24
823,8.23
920,9.2
1018,10.18
1116,11.16
1214,12.14
1312,13.12
1409,14.09
1507,15.07
1604,16.04
1701,17.01
1803,18.03
1905,19.05
2004,20.04
2102,21.02
2200,22.0
2298,22.98
2397,23.97
2496,24.96
2595,25.95
2696,26.96
2797,27.97
2898,28.98
2998,29.98
3098,30.98
3196,31.96
3294,32.94
3391,33.91
3485,34.85
3579,35.79
3673,36.73
3766,37.66
3860,38.6
3957,39.57
4055,40.55
4155,41.55
4257,42.57
4357,43.57
4459,44.59
4560,45.6
4658,46.58
4753,47.53
4848,48.48
4942,49.42
5036,50.36
5131,51.31
5226,52.26
5323,53.23
5420,54.2
5516,55.16
5613,56.13
5709,57.09
5805,58.05
5900,59.0
5994,59.94
6089,60.89
6187,61.87
6284,62.84
6382,63.82
6479,64.79
6578,65.78
6679,66.79
6781,67.81
6882,68.82
6983,69.83
7083,70.83
7181,71.81
7279,72.79
7375,73.75
7471,74.71
7566,75.66
7661,76.61
7756,77.56
7851,78.51
7947,79.47
8044,80.44
8142,81.42
8240,82.4
8338,83.38
8436,84.36
8531,85.31
8625,86.25
8716,87.16
8804,88.04
8892,88.92
8977,89.77
9062,90.62
9144,91.44
9226,92.26
9309,93.09
9391,93.91
9475,94.75
9558,95.58
9642,96.42
9729,97.29
9817,98.17
9907,99.07
9999,99.99
10092,100.92
10184,101.84
10278,102.78
10373,103.73
10467,104.67
10561,105.61
10656,106.56
10754,107.54
10851,108.51
10947,109.47
11042,110.42
11139,111.39
11234,112.34
11328,113.28
11422,114.22
11517,115.17
11612,116.12
11708,117.08
11801,118.01
11893,118.93
11980,119.8
12067,120.67
12156,121.56
12246,122.46
12337,123.37
12429,124.29
12524,125.24
12621,126.21
12720,127.2
12820,128.2
12918,129.18
13019,130.19
13120,131.2
13218,132.18
13315,133.15
13414,134.14
13515,135.15
13617,136.17
13715,137.15
13814,138.14
13916,139.16
14020,140.2
14126,141.26
14230,142.3
14334,143.34
14441,144.41
14548,145.48
14652,146.52
14754,147.54
14855,148.55
14957,149.57
15060,150.6
15163,151.63
15265,152.65
15365,153.65
15463,154.63
15563,155.63
15663,156.63
15762,157.62
15858,158.58
15954,159.54
16050,160.5
16146,161.46
16241,162.41
16334,163.34
16428,164.28
16524,165.24
16623,166.23
16721,167.21
16818,168.18
16918,169.18
17019,170.19
17121,171.21
17223,172.23
17325,173.25
17426,174.26
17527,175.27
17627,176.27
17726,177.26
17827,178.27
17931,179.31
18034,180.34
18139,181.39
18241,182.41
18343,183.43
18448,184.48
18554,185.54
18660,186.6
18765,187.65
18874,188.74
18984,189.84
19095,190.95
19206,192.06
19308,193.08
19412,194.12
19514,195.14
19617,196.17
19716,197.16
19809,198.09
19904,199.04
20000,200.0
20097,200.97
20192,201.92
20288,202.88
20384,203.84
20478,204.78
20570,205.7
20660,206.6
20746,207.46
20833,208.33
20921,209.21
21010,210.1
21097,210.97
21186,211.86
21278,212.78
21371,213.71
21464,214.64
21558,215.58
21653,216.53
21749,217.49
21844,218.44
21940,219.4
22036,220.36
22132,221.32
22229,222.29
22327,223.27
22426,224.26
22526,225.26
22627,226.27
22728,227.28
22829,228.29
22932,229.32
23035,230.35
23138,231.38
23240,232.4
23341,233.41
23444,234.44
23549,235.49
23653,236.53
23757,237.57
23862,238.62
23968,239.68
24074,240.74
24178,241.78
24280,242.8
24381,243.81
24482,244.82
24582,245.82
24679,246.79
24777,247.77
24875,248.75
24969,249.69
25059,250.59
25147,251.47
25237,252.37
25328,253.28
25420,254.2
25514,255.14
25609,256.09
25704,257.04
25799,257.99
25895,258.95
25995,259.95
26097,260.97
26198,261.98
26302,263.02
26406,264.06
26506,265.06
26607,266.07
26708,267.08
26810,268.1
26910,269.1
27007,270.07
27103,271.03
27201,272.01
27300,273.0
27395,273.95
27485,274.85
27576,275.76
27668,276.68
27762,277.62
27858,278.58
27957,279.57
28055,280.55
28154,281.54
28251,282.51
28347,283.47
28441,284.41
28534,285.34
28627,286.27
28717,287.17
28806,288.06
28894,288.94
28976,289.76
29059,290.59
29149,291.49
29240,292.4
29328,293.28
29419,294.19
29512,295.12
29606,296.06
29703,297.03
29806,298.06
29908,299.08
30013,300.13
30120,301.2
30220,302.2
30319,303.19
30419,304.19
30519,305.19
30615,306.15
30713,307.13
30816,308.16
30920,309.2
31022,310.22
31125,311.25
31231,312.31
31335,313.35
31440,314.4
31544,315.44
31646,316.46
31750,317.5
31854,318.54
31944,319.44
32040,320.4
32131,321.31
32188,321.88
32245,322.45
32303,323.03
32390,323.9
32483,324.83
32573,325.73
32668,326.68
32763,327.63
32858,328.58
32953,329.53
33046,330.46
33137,331.37
33228,332.28
33323,333.23
33421,334.21
33524,335.24
33630,336.3
33739,337.39
33849,338.49
33959,339.59
34069,340.69
34178,341.78
34283,342.83
34385,343.85
34486,344.86
34582,345.82
34679,346.79
34773,347.73
34864,348.64
34955,349.55
35047,350.47
35140,351.4
35235,352.35
35332,353.32
35430,354.3
35532,355.32
35632,356.32
35732,357.32
35830,358.3
35929,359.29
36029,360.29
36128,361.28
36221,362.21
36310,363.1
